Ticker,Company,Industry,MarketCap
FSBC,Five Star Bancorp Common Stock,Finance,636587818
FSBW,FS Bancorp Inc. Common Stock,Finance,315344718
FSCO,FS Credit Opportunities Corp. Common Stock,Finance,1380557064
FSEA,First Seacoast Bancorp Inc. Common Stock,Finance,47421358
FSFG,First Savings Financial Group Inc. Common Stock,Finance,173695593
FSHP,Flag Ship Acquisition Corp. Ordinary Shares,,0
FSHPR,Flag Ship Acquisition Corp. Right,,0
FSK,FS KKR Capital Corp. Common Stock,Finance,6343504707
FSLR,First Solar Inc. Common Stock,Technology,18012463409
FSLY,Fastly Inc. Class A Common Stock,Technology,1442284000
FSP,Franklin Street Properties Corp. Common Stock,Real Estate,188491421
FSS,Federal Signal Corporation Common Stock,Consumer Discretionary,6067257435
FSTR,L.B. Foster Company Common Stock,Industrials,307141494
FSUN,FirstSun Capital Bancorp Common Stock,Finance,1136831031
FT,Franklin Universal Trust Common Stock,Finance,188991843
FTAI,FTAI Aviation Ltd. Common Stock,Industrials,9329969795
FTAIM,FTAI Aviation Ltd. 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,Industrials,2630399266
FTAIN,FTAI Aviation Ltd. 8.25% Fixed - Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,Industrials,2605787343
FTAIO,FTAI Aviation Ltd. 8.00% Fixed-to-Floating Rate Series B Cumulative Perpetual Redeemable Preferred Shares,Industrials,2601685356
FTCI,FTC Solar Inc. Common Stock,Technology,53534448
FTDR,Frontdoor Inc. Common Stock,Finance,4431932381
FTEK,Fuel Tech Inc. Common Stock,Industrials,31015356
FTF,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,Finance,267483576
FTHM,Fathom Holdings Inc. Common Stock,Finance,31442154
FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock,Finance,539827479
FTII,FutureTech II Acquisition Corp. Class A Common Stock,Finance,0
FTIIU,FutureTech II Acquisition Corp. Unit,Finance,0
FTIIW,FutureTech II Acquisition Corp. Warrant,Finance,0
FTK,Flotek Industries Inc. Common Stock,Industrials,260415589
FTLF,FitLife Brands Inc. Common Stock,Health Care,145626292
FTNT,Fortinet Inc. Common Stock,Technology,74269266436
FTRE,Fortrea Holdings Inc. Common Stock,Health Care,1594866000
FTS,Fortis Inc. Common Shares,Utilities,21180352874
FTV,Fortive Corporation Common Stock ,Industrials,27936355542
FUBO,fuboTV Inc. Common Stock,Consumer Discretionary,1349734225
FUL,H. B. Fuller Company Common Stock,Industrials,3428944573
FULC,Fulcrum Therapeutics Inc. Common Stock,Health Care,224384830
FULT,Fulton Financial Corporation Common Stock,Finance,3742443067
FULTP,Fulton Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,Finance,3558597372
FUN,Six Flags Entertainment Corporation Common Stock New,Consumer Discretionary,4389201019
FUNC,First United Corporation Common Stock,Finance,210359685
FUND,Sprott Focus Trust Inc. Common Stock,Finance,226696711
FUSB,First US Bancshares Inc. Common Stock,Finance,71445088
FVCB,FVCBankcorp Inc. Common Stock,Finance,221184128
FVR,FrontView REIT Inc. Common Stock,Real Estate,270587747
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,Industrials,21057948958
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,Industrials,23089878130
FWRD,Forward Air Corporation Common Stock,Consumer Discretionary,970262313
FWRG,First Watch Restaurant Group Inc. Common Stock,Consumer Discretionary,1159912053
FXNC,First National Corporation Common Stock,Finance,219772865
FYBR,Frontier Communications Parent Inc. Common Stock,Telecommunications,8914737000
GAB,Gabelli Equity Trust Inc. (The) Common Stock,Finance,1660067253
GAB^G,Gabelli Equity Trust Inc. (The) Series G Cumulative Preferred Stock,,
GAB^H,Gabelli Equity Trust Inc. (The) Pfd Ser H,,
GAB^K,Gabelli Equity Trust Inc. (The) 5.00% Series K Cumulative Preferred Stock,,
GABC,German American Bancorp Inc. Common Stock,Finance,1164278101
GAIA,Gaia Inc. Class A Common Stock,Consumer Discretionary,137750950
GAIN,Gladstone Investment Corporation Business Development Company,Finance,490527478
GAINI,Gladstone Investment Corporation 7.875% Notes due 2030,Finance,0
GAINL,Gladstone Investment Corporation 8.00% Notes due 2028,Finance,942895073
GAINN,Gladstone Investment Corporation 5.00% Notes Due 2026,Finance,899606115
GAINZ,Gladstone Investment Corporation 4.875% Notes due 2028,Finance,856313488
GALT,Galectin Therapeutics Inc. Common Stock,Health Care,76569427
GAM,General American Investors Inc. Common Stock,Finance,1271186842
GAM^B,General American Investors Company Inc. Cumulative Preferred Stock,,
GAME,GameSquare Holdings Inc. Common Stock,Consumer Discretionary,27508472
GANX,Gain Therapeutics Inc. Common Stock,Health Care,58355150
GAP,Gap Inc. (The) Common Stock,Consumer Discretionary,9311138970
GATEU,Marblegate Acquisition Corp. Unit,Finance,0
GATEW,Marblegate Acquisition Corp. Warrant,Finance,0
GATX,GATX Corporation Common Stock,Consumer Discretionary,5941990000
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,Finance,345360275
GBBK,Global Blockchain Acquisition Corp. Common Stock,Finance,0
GBBKR,Global Blockchain Acquisition Corp. Right,Finance,0
GBBKW,Global Blockchain Acquisition Corp. Warrant,Finance,0
GBCI,Glacier Bancorp Inc. Common Stock,Finance,5737930957
GBDC,Golub Capital BDC Inc. Common Stock,Finance,4117437654
GBIO,Generation Bio Co. Common Stock,Health Care,62618271
GBR,New Concept Energy Inc Common Stock,Energy,6212206
GBTG,Global Business Travel Group Inc. Class A Common Stock,Consumer Discretionary,4210995478
GBX,Greenbrier Companies Inc. (The) Common Stock,Industrials,2217092966
GCBC,Greene County Bancorp Inc. Common Stock,Finance,449508259
GCI,Gannett Co. Inc. Common Stock,Consumer Discretionary,700200369
GCMG,GCM Grosvenor Inc. Class A Common Stock,Finance,2541967572
GCMGW,GCM Grosvenor Inc. Warrant,Finance,389617054
GCO,Genesco Inc. Common Stock,Consumer Discretionary,479662665
GCTS,GCT Semiconductor Holding Inc. Common Stock,Technology,114568378
GCV,Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock,Finance,74446513
GD,General Dynamics Corporation Common Stock,Industrials,73259889160
GDDY,GoDaddy Inc. Class A Common Stock,Technology,29103136184
GDEN,Golden Entertainment Inc. Common Stock,Consumer Discretionary,905978252
GDL,GDL Fund The Common Shares of Beneficial Interest,Finance,0
GDL^C,The GDL Fund Series C Cumulative Puttable and Callable Preferred Shares,,
GDO,Western Asset Global Corporate Opportunity Fund Inc. Common Stock,Finance,0
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value,Finance,469021280
GDRX,GoodRx Holdings Inc. Class A Common Stock,Technology,1886653870
GDST,Goldenstone Acquisition Limited Common Stock,Finance,0
GDSTW,Goldenstone Acquisition Limited Warrants,Finance,0
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,Finance,2265534894
GDV^H,The Gabelli Dividend & Income Trust 5.375% Series H Cumulative Preferred Shares,,
GDV^K,The Gabelli Dividend & Income Trust 4.250% Series K Cumulative Preferred Shares,,
GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,Technology,1694450506
GE,GE Aerospace Common Stock,Technology,2.13E+11
GECC,Great Elm Capital Corp. Common Stock,Finance,81416992
GECCH,Great Elm Capital Corp. 8.125% Notes Due 2029,,0
GECCI,Great Elm Capital Corp. 8.50% NOTES DUE 2029,Finance,0
GECCO,Great Elm Capital Corp. 5.875% Notes due 2026,Finance,0
GECCZ,Great Elm Capital Corp. 8.75% Notes due 2028,Finance,0
GEF,Greif Inc. Class A Common Stock,,2914866707
GEG,Great Elm Group Inc. Common Stock,Technology,53538723
GEGGL,Great Elm Group Inc.  7.25% Notes due 2027,Finance,696152118
GEHC,GE HealthCare Technologies Inc. Common Stock ,Health Care,40510927048
GEL,Genesis Energy L.P. Common Units,Energy,1295672484
GEN,Gen Digital Inc. Common Stock,Technology,16908664377
GENC,Gencor Industries Inc. Common Stock,Industrials,239213697
GENK,GEN Restaurant Group Inc. Class A Common Stock,Consumer Discretionary,220415839
GEO,Geo Group Inc (The) REIT,Consumer Discretionary,4624095524
GEOS,Geospace Technologies Corporation Common Stock (Texas),Industrials,122010058
GERN,Geron Corporation Common Stock,Health Care,1819548058
GES,Guess? Inc. Common Stock,Consumer Discretionary,691065375
GETY,Getty Images Holdings Inc. Class A Common Stock,Consumer Discretionary,1064683830
GEV,GE Vernova Inc. Common Stock,,1.16E+11
GEVO,Gevo Inc. Common Stock,Industrials,444100816
GF,New Germany Fund Inc. (The) Common Stock,Finance,0
GFF,Griffon Corporation Common Stock,Industrials,3682283297
GFS,GlobalFoundries Inc. Ordinary Shares,Technology,23066353077
GGG,Graco Inc. Common Stock,Industrials,14497424595
GGN,GAMCO Global Gold Natural Resources & Income Trust,Finance,0
GGN^B,GAMCO Global Gold Natural Reources & Income Trust 5.00% Series B Cumulative 25.00 Liquidation Preference,,
GGT,Gabelli Multi-Media Trust Inc. (The) Common Stock,Finance,133135356
GGT^E,Gabelli Multi-Media Trust Inc. (The) 5.125% Series E Cumulative Preferred Stock,,
GGT^G,Gabelli Multi-Media Trust Inc. (The) 5.125% Series G Cumulative Preferred Shares,,
GH,Guardant Health Inc. Common Stock,Health Care,5833013233
GHC,Graham Holdings Company Common Stock,Real Estate,3931258597
GHI,Greystone Housing Impact Investors LP Beneficial Unit Certificates representing assignments of limited partnership interests,Finance,276224642
GHLD,Guild Holdings Company Class A Common Stock,Finance,790900703
GHM,Graham Corporation Common Stock,Industrials,508668537
GHY,PGIM Global High Yield Fund Inc.,Finance,0
GIC,Global Industrial Company Common Stock,Industrials,967616587
GIFI,Gulf Island Fabrication Inc. Common Stock,Industrials,118069007
GIFT,Giftify Inc. Common Stock,Consumer Discretionary,25386709
GIG,GigCapital7 Corp. Class A Ordinary Share,Finance,0
GIGGU,GigCapital7 Corp. Unit,Technology,1569196494
GIGGW,GigCapital7 Corp. Warrant,Finance,0
GIII,G-III Apparel Group LTD. Common Stock,Consumer Discretionary,1399547086
GILD,Gilead Sciences Inc. Common Stock,Health Care,1.16E+11
GIPR,Generation Income Properties Inc. Common Stock,Real Estate,9707507
GIS,General Mills Inc. Common Stock,Consumer Staples,33283342875
GJO,Synthetic Fixed-Income Securities Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores Inc. Securities Series 2004-5,Finance,0
GJP,Synthetic Fixed-Income Securities Inc. on behalf of STRATS (SM) Trust for Dominion Resources Inc. Securities Series 2005-6 Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates,Finance,0
GJR,Synthetic Fixed-Income Securities Inc. STRATS Trust for Procter&Gamble Securities Series 2006-1,Finance,0
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2,Finance,7231809810
GJT,Synthetic Fixed-Income Securities Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates Series 2006-3,Finance,0
GKOS,Glaukos Corporation Common Stock,Health Care,8834118874
GL,Globe Life Inc. Common Stock,Finance,10018003938
GL^D,Globe Life Inc. 4.25% Junior Subordinated Debentures due 2061,,
GLAD,Gladstone Capital Corporation Common Stock,Consumer Discretionary,672575142
GLADZ,Gladstone Capital Corporation 7.75% Notes due 2028,,556476630
GLBZ,Glen Burnie Bancorp Common Stock,Finance,15808711
GLDD,Great Lakes Dredge & Dock Corporation Common Stock,Industrials,791792229
GLO,Clough Global Opportunities Fund Common Stock,Finance,0
GLOB,Globant S.A. Common Shares,Technology,8792617568
GLP,Global Partners LP Common Units representing Limited Partner Interests,Energy,1748051849
GLP^B,Global Partners LP 9.50% Series B Fixed Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,,
GLPI,Gaming and Leisure Properties Inc. Common Stock,Real Estate,13200977615
GLQ,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,Finance,0
GLSI,Greenwich LifeSciences Inc. Common Stock,Health Care,172063508
GLST,Global Star Acquisition Inc. Class A Common Stock,Industrials,0
GLSTR,Global Star Acquisition Inc. Right,,0
GLSTU,Global Star Acquisition Inc. Unit,Industrials,0
GLSTW,Global Star Acquisition Inc. Warrants,Industrials,0
GLU,Gabelli Global Utility Common Shares of Beneficial Ownership,Finance,92219675
GLU^A,The Gabelli Global Utility and Income Trust Series A Cumulative Puttable and Callable Preferred Shares,,
GLU^B,The Gabelli Global Utility and Income Trust Series B Cumulative Puttable and Callable Preferred Shares,,
GLUE,Monte Rosa Therapeutics Inc. Common Stock,Health Care,339130805
GLV,Clough Global Dividend and Income Fund Common Shares of beneficial interest,Finance,70792377
GLW,Corning Incorporated Common Stock,Industrials,46449325122
GLYC,GlycoMimetics Inc. Common Stock,Health Care,17558982
GM,General Motors Company Common Stock,Consumer Discretionary,59279211734
GME,GameStop Corporation Common Stock,Consumer Discretionary,12407646136
GMED,Globus Medical Inc. Class A Common Stock,Health Care,12641776031
GMGI,Golden Matrix Group Inc. Common Stock,Technology,264250570
GMRE,Global Medical REIT Inc. Common Stock,Real Estate,530418583
GMRE^A,Global Medical REIT Inc. Series A Cumulative Redeemable Preferred Stock,,
GMS,GMS Inc. Common Stock,Consumer Discretionary,3228669547
GNE,Genie Energy Ltd. Class B Common Stock Stock,Utilities,386238679
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),Consumer Discretionary,614430951
GNL,Global Net Lease Inc. Common Stock,Real Estate,1660559508
GNL^A,Global Net Lease Inc. 7.25% Series A Cumulative Redeemable Preferred Stock $0.01 par value per share,,
GNL^B,Global Net Lease Inc. 6.875% Series B Cumulative Redeemable Perpetual Preferred Stock,,
GNL^D,Global Net Lease Inc. 7.50% Series D Cumulative Redeemable Perpetual Preferred Stock,,
GNL^E,Global Net Lease Inc. 7.375% Series E Cumulative Redeemable Perpetual Preferred Stock,,
GNLN,Greenlane Holdings Inc. Class A Common Stock,Consumer Discretionary,2046399
GNLX,Genelux Corporation Common Stock,Health Care,136771213
GNPX,Genprex Inc. Common Stock,Health Care,5955648
GNRC,Generac Holdlings Inc. Common Stock,Consumer Discretionary,9366653484
GNSS,Genasys Inc. Common Stock,Consumer Staples,135236191
GNT,GAMCO Natural Resources Gold & Income Trust,Finance,107342301
GNT^A,GAMCO Natural Resources Gold & Income Tust  5.20% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),,
GNTX,Gentex Corporation Common Stock,Consumer Discretionary,6306680708
GNTY,Guaranty Bancshares Inc. Common Stock,Finance,471094632
GNW,Genworth Financial Inc Common Stock,Finance,2997767567
GO,Grocery Outlet Holding Corp. Common Stock,Consumer Staples,1585265477
GOCO,GoHealth Inc. Class A Common Stock,Finance,387332783
GODN,Golden Star Acquisition Corporation Ordinary Shares,Finance,0
GODNR,Golden Star Acquisition Corporation Rights,Finance,0
GODNU,Golden Star Acquisition Corporation Unit,Finance,0
GOEV,Canoo Inc. Class A Common Stock,Consumer Discretionary,6880869
GOEVW,Canoo Inc. Warrant,Consumer Discretionary,101402
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,Finance,0
GOGO,Gogo Inc. Common Stock,Consumer Discretionary,1126981981
GOLF,Acushnet Holdings Corp. Common Stock,Consumer Discretionary,4081093937
GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,Real Estate,704465716
GOODN,Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,Real Estate,970185052
GOODO,Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock par value $0.001 per share,Real Estate,894178007
GOOG,Alphabet Inc. Class C Capital Stock,Technology,2.47E+12
GOOGL,Alphabet Inc. Class A Common Stock,Technology,2.45E+12
GORO,Gold Resource Corporation Common Stock,Basic Materials,45851300
GORV,Lazydays Holdings Inc. Common Stock,Consumer Discretionary,11324149
GOSS,Gossamer Bio Inc. Common Stock,Health Care,210741847
GOVX,GeoVax Labs Inc. Common Stock,Health Care,19532663
GOVXW,GeoVax Labs Inc. Warrants,Health Care,985126
GPAT,GP-Act III Acquisition Corp. Class A Ordinary Share,,0
GPATU,GP-Act III Acquisition Corp. Units,,0
GPATW,GP-Act III Acquisition Corp. Warrants,,0
GPC,Genuine Parts Company Common Stock,Consumer Discretionary,16299247371
GPCR,Structure Therapeutics Inc. American Depositary Shares,Health Care,1615896192
GPI,Group 1 Automotive Inc. Common Stock,Consumer Discretionary,5987502287
GPJA,Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077,Utilities,213662805
GPK,Graphic Packaging Holding Company,Consumer Discretionary,8211833656
GPMT,Granite Point Mortgage Trust Inc. Common Stock,Real Estate,144876915
GPMT^A,Granite Point Mortgage Trust Inc. 7.00% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
GPN,Global Payments Inc. Common Stock,Consumer Discretionary,27752661757
GPOR,Gulfport Energy Corporation Common Shares,Energy,3370763702
GPRE,Green Plains Inc. Common Stock,Industrials,605781585
GPRO,GoPro Inc. Class A Common Stock,Consumer Discretionary,160951508
GPUS,Hyperscale Data Inc. Common Stock,Technology,10938369
GPUS^D,Hyperscale Data Inc. 13.00% Series D Cumulative Redeemable Perpetual Preferred Stock,,
GRAL,GRAIL Inc. Common Stock ,Health Care,961318087
GRBK,Green Brick Partners Inc. Common Stock,Consumer Discretionary,2704158531
GRBK^A,Green Brick Partners Inc. Depositary Shares (each representing a 1/1000th fractional interest in a share of 5.75% Series A Cumulative Perpetual Preferred Stock),,
GRC,Gorman-Rupp Company (The) Common Stock,Industrials,993236940
GREE,Greenidge Generation Holdings Inc. Class A Common Stock,Finance,19079853
GREEL,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026,Finance,111578090
GRF,Eagle Capital Growth Fund Inc. Common Stock,Finance,0
GRI,GRI Bio Inc. Common Stock,Health Care,5492233
GRNT,Granite Ridge Resources Inc. Common Stock,Energy,826301777
GROW,U.S. Global Investors Inc. Class A Common Stock,Finance,33138063
GRPN,Groupon Inc. Common Stock,Consumer Discretionary,421936804
GRWG,GrowGeneration Corp. Common Stock,Consumer Discretionary,87089441
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,Finance,172809957
GRYP,Gryphon Digital Mining Inc Common Stock,Technology,19011025
GS,Goldman Sachs Group Inc. (The) Common Stock,Finance,2.00E+11
GS^A,Goldman Sachs Group Inc. (The) Depositary Shares each representing 1/1000th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series A,,
GS^C,Goldman Sachs Group Inc. (The) Depositary Share repstg 1/1000th Preferred Series C,,
GS^D,Goldman Sachs Group Inc. (The) Dep Shs repstg 1/1000 Pfd Ser D Fltg,,
GSAT,Globalstar Inc. Common Stock,Consumer Discretionary,3746899292
GSBC,Great Southern Bancorp Inc. Common Stock,Finance,684841128
GSBD,Goldman Sachs BDC Inc. Common Stock,Finance,1492020664
GSHD,Goosehead Insurance Inc. Class A Common Stock,Finance,3743154266
GSIT,GSI Technology Common Stock,Technology,81808487
GSRT,GSR III Acquisition Corp. Ordinary Shares,,0
GSRTR,GSR III Acquisition Corp. Right,,0
GSRTU,GSR III Acquisition Corp. Unit,,0
GT,The Goodyear Tire & Rubber Company Common Stock,Consumer Discretionary,2678244926
GTBP,GT Biopharma Inc. Common Stock,Health Care,5407074
GTIM,Good Times Restaurants Inc. Common Stock,Consumer Discretionary,27001083
GTLB,GitLab Inc. Class A Common Stock,Technology,10515417000
GTLS,Chart Industries Inc. Common Stock,Industrials,9344797085
GTLS^B,Chart Industries Inc. Depositary Shares each Representing a 1/20th Interest in a Share of 6.75% Series B Mandatory Convertible Preferred Stock,,
GTN,Gray Media Inc. Common Stock,Industrials,371758690
GTY,Getty Realty Corporation Common Stock,Finance,1679680917
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,Finance,0
GUT,Gabelli Utility Trust (The) Common Stock,Finance,407364611
GUT^C,Gabelli Utility Trust (The) 5.375% Series C Cumulative Preferred Shares,,
GUTS,Fractyl Health Inc. Common Stock,,0
GVA,Granite Construction Incorporated Common Stock,Industrials,3999261291
GWAV,Greenwave Technology Solutions Inc. Common Stock,Industrials,9540066
GWH,ESS Tech Inc. Common Stock,Miscellaneous,65712277
GWRE,Guidewire Software Inc. Common Stock,Technology,17201626172
GWRS,Global Water Resources Inc. Common Stock,Utilities,291143945
GWW,W.W. Grainger Inc. Common Stock,Industrials,54620644059
GXAI,Gaxos.ai Inc. Common Stock,Technology,5712838
GXO,GXO Logistics Inc. Common Stock ,Consumer Discretionary,5403001318
GYRE,Gyre Therapeutics Inc. Common Stock,Health Care,1046504846
GYRO,Gyrodyne LLC Common Stock,Real Estate,20365592
H,Hyatt Hotels Corporation Class A Common Stock,Consumer Discretionary,14863861775
HAE,Haemonetics Corporation Common Stock,Health Care,3556855677
HAFC,Hanmi Financial Corporation Common Stock,Finance,693912629
HAIN,Hain Celestial Group Inc. (The) Common Stock,Consumer Staples,479832772
HAL,Halliburton Company Common Stock,Energy,24422355183
HALO,Halozyme Therapeutics Inc. Common Stock,Health Care,7095449790
HAS,Hasbro Inc. Common Stock,Consumer Discretionary,8010171422
HASI,HA Sustainable Infrastructure Capital Inc. Common Stock,Real Estate,3245400937
HAYW,Hayward Holdings Inc. Common Stock,Industrials,3248602365
HBAN,Huntington Bancshares Incorporated Common Stock,Finance,24988355942
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,Finance,37148387293
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,Finance,33879997505
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,Finance,26659089043
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,Consumer Discretionary,246962586
HBCP,Home Bancorp Inc. Common Stock,Finance,384179126
HBI,Hanesbrands Inc. Common Stock,Consumer Discretionary,2943341425
HBIO,Harvard Bioscience Inc. Common Stock,Industrials,75892921
HBNC,Horizon Bancorp Inc. Common Stock,Finance,724361162
HBT,HBT Financial Inc. Common Stock,Finance,735964415
HCA,HCA Healthcare Inc. Common Stock,Health Care,79299723097
HCAT,Health Catalyst Inc Common Stock,Technology,351090987
HCC,Warrior Met Coal Inc. Common Stock,Energy,2860917740
HCI,HCI Group Inc. Common Stock,Finance,1291446095
HCKT,Hackett Group Inc (The). Common Stock,Consumer Discretionary,847395740
HCP,HashiCorp Inc. Class A Common Stock,Technology,7002322388
HCSG,Healthcare Services Group Inc. Common Stock,Health Care,827456034
HCTI,Healthcare Triangle Inc. Common Stock,Technology,4505658
HCVI,Hennessy Capital Investment Corp. VI Class A Common Stock,Finance,0
HCVIW,Hennessy Capital Investment Corp. VI Warrant,Finance,0
HCWB,HCW Biologics Inc. Common Stock,Health Care,12958295
HCXY,Hercules Capital Inc. 6.25% Notes due 2033,Finance,4033626299
HD,Home Depot Inc. (The) Common Stock,Consumer Discretionary,4.12E+11
HDSN,Hudson Technologies Inc. Common Stock,Consumer Discretionary,266671191
HE,Hawaiian Electric Industries Inc. Common Stock,Utilities,1701459781
HEES,H&E Equipment Services Inc. Common Stock,Industrials,3240067128
HEI,Heico Corporation Common Stock,Industrials,32700038221
HEI/A,Heico Corporation,,
HEPA,Hepion Pharmaceuticals Inc. Common Stock,Health Care,1326266
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,Finance,0
HES,Hess Corporation Common Stock,Energy,44492274000
HESM,Hess Midstream LP Class A Representing Limited Partner Interests,Energy,4296066690
HFBL,Home Federal Bancorp Inc. of Louisiana Common Stock,Finance,40022717
HFFG,HF Foods Group Inc. Common Stock,Consumer Discretionary,140282149
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,Finance,0
HFRO^A,Highland Opportunities and Income Fund 5.375% Series A Cumulative Preferred Shares,,
HFWA,Heritage Financial Corporation Common Stock,Finance,841884736
HGBL,Heritage Global Inc. Common Stock,Consumer Discretionary,78416489
HGTY,Hagerty Inc. Class A Common Stock,Finance,3342449711
HGV,Hilton Grand Vacations Inc. Common Stock ,Consumer Discretionary,4060686380
HHH,Howard Hughes Holdings Inc. Common Stock,Real Estate,3798418061
HHS,Harte Hanks Inc. Common Stock,Consumer Discretionary,38704500
HI,Hillenbrand Inc Common Stock,Consumer Discretionary,2460505168
HIFS,Hingham Institution for Savings Common Stock,Finance,552547494
HIG,Hartford Financial Services Group Inc. (The) Common Stock,Finance,32319947033
HIG^G,Hartford Financial Services Group Inc. (The) Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series G $0.01 par value,,
HII,Huntington Ingalls Industries Inc. Common Stock,Industrials,7932301224
HIMS,Hims & Hers Health Inc. Class A Common Stock,Health Care,6744450249
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,Finance,0
HIPO,Hippo Holdings Inc. Common Stock,Finance,633108863
HIT,Health In Tech Inc. Class A Common Stock,Finance,278997887
HIW,Highwoods Properties Inc. Common Stock,Real Estate,3118060729
HIX,Western Asset High Income Fund II Inc. Common Stock,Finance,0
HL,Hecla Mining Company Common Stock,Industrials,3497214744
HL^B,Hecla Mining Company Preferred Stock,,
HLI,Houlihan Lokey Inc. Class A Common Stock,Finance,12925683276
HLIO,Helios Technologies Inc. Common Stock,Industrials,1460669914
HLIT,Harmonic Inc. Common Stock,Technology,1379694030
HLLY,Holley Inc. Common Stock,Consumer Discretionary,376162684
HLMN,Hillman Solutions Corp. Common Stock,Consumer Discretionary,2020955614
HLNE,Hamilton Lane Incorporated Class A Common Stock,Finance,8924346384
HLT,Hilton Worldwide Holdings Inc. Common Stock ,Consumer Discretionary,60391571340
HLVX,HilleVax Inc. Common Stock,Health Care,98117958
HLX,Helix Energy Solutions Group Inc. Common Stock,Energy,1298963907
HLXB,Helix Acquisition Corp. II Class A Ordinary Shares,,0
HMN,Horace Mann Educators Corporation Common Stock,Finance,1549618742
HMST,HomeStreet Inc. Common Stock,Finance,191781436
HNI,HNI Corporation Common Stock,Consumer Discretionary,2421273157
HNNA,Hennessy Advisors Inc. Common Stock,Finance,96164743
HNNAZ,Hennessy Advisors Inc. 4.875% Notes due 2026,Finance,190228800
HNRG,Hallador Energy Company Common Stock,Energy,561693483
HNST,The Honest Company Inc. Common Stock,Consumer Discretionary,618893167
HNVR,Hanover Bancorp Inc. Common Stock,Finance,185681522
HNW,Pioneer Diversified High Income Fund Inc.,Finance,0
HOFT,Hooker Furnishings Corporation Common Stock,Consumer Discretionary,145233458
HOFV,Hall of Fame Resort & Entertainment Company Common Stock,Consumer Discretionary,8284561
HOFVW,Hall of Fame Resort &amp; Entertainment Company Warrant,Consumer Discretionary,43275
HOG,Harley-Davidson Inc. Common Stock,Consumer Discretionary,3614805240
HOLO,MicroCloud Hologram Inc. Ordinary Shares,Technology,31843508
HOLOW,MicroCloud Hologram Inc. Warrant,Technology,2876188
HOLX,Hologic Inc. Common Stock,Health Care,16117365231
HOMB,Home BancShares Inc. Common Stock,Finance,5975873471
HON,Honeywell International Inc. Common Stock,Industrials,1.44E+11
HOND,HCM II Acquisition Corp. Class A Ordinary Shares,,0
HONDU,HCM II Acquisition Corp. Unit,Finance,0
HONDW,HCM II Acquisition Corp. Warrant,Finance,0
HONE,HarborOne Bancorp Inc. Common Stock,Finance,529059164
HOOD,Robinhood Markets Inc. Class A Common Stock,Finance,45188837222
HOOK,HOOKIPA Pharma Inc. Common Stock,Health Care,26158350
HOPE,Hope Bancorp Inc. Common Stock,Finance,1463356365
HOTH,Hoth Therapeutics Inc. Common Stock,Health Care,9389173
