Ticker,Equity Bond,Price Rating,Justification
CVGW,3.021993503344384,4.41,Cheap: Equity Bond value of 3.021993503344384% is lower than the treasury rate of 4.0%. 
CVKD,-23.71488920435203,4.39,Cheap: Equity Bond value of -23.71488920435203% is lower than the treasury rate of 4.0%. 
CVLT,-0.2191672892328328,4.41,Cheap: Equity Bond value of -0.2191672892328328% is lower than the treasury rate of 4.0%. 
CVRX,-10.9437913154314,4.4,Cheap: Equity Bond value of -10.9437913154314% is lower than the treasury rate of 4.0%. 
CVV,-16.696713319263612,4.4,Cheap: Equity Bond value of -16.696713319263612% is lower than the treasury rate of 4.0%. 
CWBC,9.431183527191626,4.41,Expensive: Equity Bond value of 9.431183527191626% is higher than the treasury rate of 4.0%.
CWD,-293.7033676453458,4.25,Cheap: Equity Bond value of -293.7033676453458% is lower than the treasury rate of 4.0%. 
CWST,0.5456026322610408,4.41,Cheap: Equity Bond value of 0.5456026322610408% is lower than the treasury rate of 4.0%. 
CXDO,-0.1700021342995224,4.41,Cheap: Equity Bond value of -0.1700021342995224% is lower than the treasury rate of 4.0%. 
CYCC,-652.2899920319068,4.05,Cheap: Equity Bond value of -652.2899920319068% is lower than the treasury rate of 4.0%. 
CYCCP,-29.630510972369205,4.39,Cheap: Equity Bond value of -29.630510972369205% is lower than the treasury rate of 4.0%. 
CYCN,-87.34383466137392,4.36,Cheap: Equity Bond value of -87.34383466137392% is lower than the treasury rate of 4.0%. 
CYN,-907.425337620202,3.91,Cheap: Equity Bond value of -907.425337620202% is lower than the treasury rate of 4.0%. 
CYRX,-27.233714779683392,4.39,Cheap: Equity Bond value of -27.233714779683392% is lower than the treasury rate of 4.0%. 
CYTH,-80.63872129532001,4.36,Cheap: Equity Bond value of -80.63872129532001% is lower than the treasury rate of 4.0%. 
CYTK,-9.200796165640003,4.4,Cheap: Equity Bond value of -9.200796165640003% is lower than the treasury rate of 4.0%. 
CZFS,7.475323873375308,4.41,Expensive: Equity Bond value of 7.475323873375308% is higher than the treasury rate of 4.0%.
CZNC,9.391911836373874,4.41,Expensive: Equity Bond value of 9.391911836373874% is higher than the treasury rate of 4.0%.
CZR,-0.7947636309380499,4.41,Cheap: Equity Bond value of -0.7947636309380499% is lower than the treasury rate of 4.0%. 
CZWI,12.041993047803508,4.41,Expensive: Equity Bond value of 12.041993047803508% is higher than the treasury rate of 4.0%.
DAIO,2.454159547799449,4.41,Cheap: Equity Bond value of 2.454159547799449% is lower than the treasury rate of 4.0%. 
DAKT,1.752918814114523,4.41,Cheap: Equity Bond value of 1.752918814114523% is lower than the treasury rate of 4.0%. 
DALN,-20.128222895822663,4.39,Cheap: Equity Bond value of -20.128222895822663% is lower than the treasury rate of 4.0%. 
DARE,-110.05305235632844,4.35,Cheap: Equity Bond value of -110.05305235632844% is lower than the treasury rate of 4.0%. 
DASH,-0.7195061444968447,4.41,Cheap: Equity Bond value of -0.7195061444968447% is lower than the treasury rate of 4.0%. 
DAVE,-4.747197235017006,4.4,Cheap: Equity Bond value of -4.747197235017006% is lower than the treasury rate of 4.0%. 
DAWN,-15.5204780317421,4.4,Cheap: Equity Bond value of -15.5204780317421% is lower than the treasury rate of 4.0%. 
DBX,7.786209676587727,4.41,Expensive: Equity Bond value of 7.786209676587727% is higher than the treasury rate of 4.0%.
DCGO,3.37857609046699,4.41,Cheap: Equity Bond value of 3.37857609046699% is lower than the treasury rate of 4.0%. 
DCOM,10.187802889879825,4.41,Expensive: Equity Bond value of 10.187802889879825% is higher than the treasury rate of 4.0%.
DCTH,-8.524736719769708,4.4,Cheap: Equity Bond value of -8.524736719769708% is lower than the treasury rate of 4.0%. 
DDOG,0.1343387198058409,4.41,Cheap: Equity Bond value of 0.1343387198058409% is lower than the treasury rate of 4.0%. 
DECA,4.177338912487585,4.41,Expensive: Equity Bond value of 4.177338912487585% is higher than the treasury rate of 4.0%.
DENN,8.277752579050924,4.41,Expensive: Equity Bond value of 8.277752579050924% is higher than the treasury rate of 4.0%.
DERM,-5.03974656069212,4.4,Cheap: Equity Bond value of -5.03974656069212% is lower than the treasury rate of 4.0%. 
DFLI,-81.89031744693119,4.36,Cheap: Equity Bond value of -81.89031744693119% is lower than the treasury rate of 4.0%. 
DGICA,1.2040538820886928,4.41,Cheap: Equity Bond value of 1.2040538820886928% is lower than the treasury rate of 4.0%. 
DGICB,6.806273773445046,4.41,Expensive: Equity Bond value of 6.806273773445046% is higher than the treasury rate of 4.0%.
DGII,2.257466064843862,4.41,Cheap: Equity Bond value of 2.257466064843862% is lower than the treasury rate of 4.0%. 
DGLY,-1718.164773411371,3.47,Cheap: Equity Bond value of -1718.164773411371% is lower than the treasury rate of 4.0%. 
DH,-56.161976402967376,4.38,Cheap: Equity Bond value of -56.161976402967376% is lower than the treasury rate of 4.0%. 
DHC,-45.02408824289011,4.38,Cheap: Equity Bond value of -45.02408824289011% is lower than the treasury rate of 4.0%. 
DHIL,14.485709849390528,4.41,Expensive: Equity Bond value of 14.485709849390528% is higher than the treasury rate of 4.0%.
DIBS,-15.532139238079589,4.4,Cheap: Equity Bond value of -15.532139238079589% is lower than the treasury rate of 4.0%. 
DIOD,10.626412859066424,4.41,Expensive: Equity Bond value of 10.626412859066424% is higher than the treasury rate of 4.0%.
DJCO,5.204398536518168,4.41,Expensive: Equity Bond value of 5.204398536518168% is higher than the treasury rate of 4.0%.
DKNG,-3.920408372644173,4.4,Cheap: Equity Bond value of -3.920408372644173% is lower than the treasury rate of 4.0%. 
DLHC,0.7712838965751563,4.41,Cheap: Equity Bond value of 0.7712838965751563% is lower than the treasury rate of 4.0%. 
DLTH,3.2580744603469505,4.41,Cheap: Equity Bond value of 3.2580744603469505% is lower than the treasury rate of 4.0%. 
DLTR,13.702308295578636,4.41,Expensive: Equity Bond value of 13.702308295578636% is higher than the treasury rate of 4.0%.
DMAC,-7.665063443085615,4.4,Cheap: Equity Bond value of -7.665063443085615% is lower than the treasury rate of 4.0%. 
DMLP,7.7411470797920225,4.41,Expensive: Equity Bond value of 7.7411470797920225% is higher than the treasury rate of 4.0%.
DMRC,-5.86934850495847,4.4,Cheap: Equity Bond value of -5.86934850495847% is lower than the treasury rate of 4.0%. 
DNLI,-4.61922216414233,4.4,Cheap: Equity Bond value of -4.61922216414233% is lower than the treasury rate of 4.0%. 
DNTH,-6.667883332754903,4.4,Cheap: Equity Bond value of -6.667883332754903% is lower than the treasury rate of 4.0%. 
DNUT,-2.7186152927912994,4.4,Cheap: Equity Bond value of -2.7186152927912994% is lower than the treasury rate of 4.0%. 
DOCU,-0.4610412129022802,4.41,Cheap: Equity Bond value of -0.4610412129022802% is lower than the treasury rate of 4.0%. 
DOMO,-32.939460634352685,4.39,Cheap: Equity Bond value of -32.939460634352685% is lower than the treasury rate of 4.0%. 
DORM,4.210401432890289,4.41,Expensive: Equity Bond value of 4.210401432890289% is higher than the treasury rate of 4.0%.
DPZ,4.144736137460399,4.41,Expensive: Equity Bond value of 4.144736137460399% is higher than the treasury rate of 4.0%.
DRCT,-84.60350364461677,4.36,Cheap: Equity Bond value of -84.60350364461677% is lower than the treasury rate of 4.0%. 
DRMA,-118.27050120495046,4.34,Cheap: Equity Bond value of -118.27050120495046% is lower than the treasury rate of 4.0%. 
DRRX,-118.6205165640085,4.34,Cheap: Equity Bond value of -118.6205165640085% is lower than the treasury rate of 4.0%. 
DRVN,-31.590295684297026,4.39,Cheap: Equity Bond value of -31.590295684297026% is lower than the treasury rate of 4.0%. 
DSGN,-25.01841713516486,4.39,Cheap: Equity Bond value of -25.01841713516486% is lower than the treasury rate of 4.0%. 
DSGR,-0.1372075385168786,4.41,Cheap: Equity Bond value of -0.1372075385168786% is lower than the treasury rate of 4.0%. 
DSP,-2.786162061759926,4.4,Cheap: Equity Bond value of -2.786162061759926% is lower than the treasury rate of 4.0%. 
DTI,18.174028525457164,4.42,Expensive: Equity Bond value of 18.174028525457164% is higher than the treasury rate of 4.0%.
DTIL,-118.71141645182516,4.34,Cheap: Equity Bond value of -118.71141645182516% is lower than the treasury rate of 4.0%. 
DTSQ,-0.0046813131945111,4.41,Cheap: Equity Bond value of -0.0046813131945111% is lower than the treasury rate of 4.0%. 
DTSQU,-0.0053320893728414,4.41,Cheap: Equity Bond value of -0.0053320893728414% is lower than the treasury rate of 4.0%. 
DTST,0.9832218756138856,4.41,Cheap: Equity Bond value of 0.9832218756138856% is lower than the treasury rate of 4.0%. 
DUOL,0.1287128399597928,4.41,Cheap: Equity Bond value of 0.1287128399597928% is lower than the treasury rate of 4.0%. 
DUOT,-18.6416390034022,4.4,Cheap: Equity Bond value of -18.6416390034022% is lower than the treasury rate of 4.0%. 
DVAX,-0.2567271538258901,4.41,Cheap: Equity Bond value of -0.2567271538258901% is lower than the treasury rate of 4.0%. 
DWTX,-28.03561364077812,4.39,Cheap: Equity Bond value of -28.03561364077812% is lower than the treasury rate of 4.0%. 
DXCM,2.089332158299328,4.41,Cheap: Equity Bond value of 2.089332158299328% is lower than the treasury rate of 4.0%. 
DXLG,40.38221658973312,4.43,Expensive: Equity Bond value of 40.38221658973312% is higher than the treasury rate of 4.0%.
DXPE,5.643204889731127,4.41,Expensive: Equity Bond value of 5.643204889731127% is higher than the treasury rate of 4.0%.
DXR,0.7452795922870232,4.41,Cheap: Equity Bond value of 0.7452795922870232% is lower than the treasury rate of 4.0%. 
DYAI,-15.73004299670069,4.4,Cheap: Equity Bond value of -15.73004299670069% is lower than the treasury rate of 4.0%. 
DYN,-16.715404372622316,4.4,Cheap: Equity Bond value of -16.715404372622316% is lower than the treasury rate of 4.0%. 
EA,4.113416963168891,4.41,Expensive: Equity Bond value of 4.113416963168891% is higher than the treasury rate of 4.0%.
EAST,-181.20910192035592,4.31,Cheap: Equity Bond value of -181.20910192035592% is lower than the treasury rate of 4.0%. 
EBAY,11.519856603112194,4.41,Expensive: Equity Bond value of 11.519856603112194% is higher than the treasury rate of 4.0%.
EBC,-3.535010486233469,4.4,Cheap: Equity Bond value of -3.535010486233469% is lower than the treasury rate of 4.0%. 
EBMT,9.595620953158637,4.41,Expensive: Equity Bond value of 9.595620953158637% is higher than the treasury rate of 4.0%.
EBTC,9.931587842961257,4.41,Expensive: Equity Bond value of 9.931587842961257% is higher than the treasury rate of 4.0%.
ECBK,4.794948885957038,4.41,Expensive: Equity Bond value of 4.794948885957038% is higher than the treasury rate of 4.0%.
ECDA,-7.311721505979331,4.4,Cheap: Equity Bond value of -7.311721505979331% is lower than the treasury rate of 4.0%. 
ECOR,-17.737371485994153,4.4,Cheap: Equity Bond value of -17.737371485994153% is lower than the treasury rate of 4.0%. 
ECPG,-15.591944833037902,4.4,Cheap: Equity Bond value of -15.591944833037902% is lower than the treasury rate of 4.0%. 
EDIT,-146.1510170867706,4.33,Cheap: Equity Bond value of -146.1510170867706% is lower than the treasury rate of 4.0%. 
EDSA,-123.83456101409998,4.34,Cheap: Equity Bond value of -123.83456101409998% is lower than the treasury rate of 4.0%. 
EDUC,-25.1093133285326,4.39,Cheap: Equity Bond value of -25.1093133285326% is lower than the treasury rate of 4.0%. 
EEFT,9.331594541866638,4.41,Expensive: Equity Bond value of 9.331594541866638% is higher than the treasury rate of 4.0%.
EEIQ,-49.98758493335821,4.38,Cheap: Equity Bond value of -49.98758493335821% is lower than the treasury rate of 4.0%. 
EFOI,-64.72020865433198,4.37,Cheap: Equity Bond value of -64.72020865433198% is lower than the treasury rate of 4.0%. 
EFSC,11.321600976863404,4.41,Expensive: Equity Bond value of 11.321600976863404% is higher than the treasury rate of 4.0%.
EGAN,1.900738615358701,4.41,Cheap: Equity Bond value of 1.900738615358701% is lower than the treasury rate of 4.0%. 
EGBN,16.68868354921395,4.41,Expensive: Equity Bond value of 16.68868354921395% is higher than the treasury rate of 4.0%.
EGHT,-19.790774239759195,4.39,Cheap: Equity Bond value of -19.790774239759195% is lower than the treasury rate of 4.0%. 
EHTH,-10.68777866081641,4.4,Cheap: Equity Bond value of -10.68777866081641% is lower than the treasury rate of 4.0%. 
EKSO,-131.5438741040891,4.33,Cheap: Equity Bond value of -131.5438741040891% is lower than the treasury rate of 4.0%. 
ELAB,-80.91437795316796,4.36,Cheap: Equity Bond value of -80.91437795316796% is lower than the treasury rate of 4.0%. 
ELDN,-43.738999615511766,4.38,Cheap: Equity Bond value of -43.738999615511766% is lower than the treasury rate of 4.0%. 
ELEV,-120.69614703733038,4.34,Cheap: Equity Bond value of -120.69614703733038% is lower than the treasury rate of 4.0%. 
ELSE,2.3548902237551586,4.41,Cheap: Equity Bond value of 2.3548902237551586% is lower than the treasury rate of 4.0%. 
ELTX,-32.735106052256526,4.39,Cheap: Equity Bond value of -32.735106052256526% is lower than the treasury rate of 4.0%. 
ELUT,-49.37450180515603,4.38,Cheap: Equity Bond value of -49.37450180515603% is lower than the treasury rate of 4.0%. 
ELVN,-6.689990419586808,4.4,Cheap: Equity Bond value of -6.689990419586808% is lower than the treasury rate of 4.0%. 
EMBC,10.12970420180801,4.41,Expensive: Equity Bond value of 10.12970420180801% is higher than the treasury rate of 4.0%.
EMKR,-178.84334941096563,4.31,Cheap: Equity Bond value of -178.84334941096563% is lower than the treasury rate of 4.0%. 
EML,6.685658684416415,4.41,Expensive: Equity Bond value of 6.685658684416415% is higher than the treasury rate of 4.0%.
ENPH,5.942761888184356,4.41,Expensive: Equity Bond value of 5.942761888184356% is higher than the treasury rate of 4.0%.
ENSC,-123.38145852012497,4.34,Cheap: Equity Bond value of -123.38145852012497% is lower than the treasury rate of 4.0%. 
ENSG,3.342649614465265,4.41,Cheap: Equity Bond value of 3.342649614465265% is lower than the treasury rate of 4.0%. 
ENTA,-118.77428420461602,4.34,Cheap: Equity Bond value of -118.77428420461602% is lower than the treasury rate of 4.0%. 
ENTG,1.1497336414662995,4.41,Cheap: Equity Bond value of 1.1497336414662995% is lower than the treasury rate of 4.0%. 
ENTO,-582.884342152407,4.09,Cheap: Equity Bond value of -582.884342152407% is lower than the treasury rate of 4.0%. 
ENVB,-1377.0927634025643,3.66,Cheap: Equity Bond value of -1377.0927634025643% is lower than the treasury rate of 4.0%. 
ENVX,-9.628191880214237,4.4,Cheap: Equity Bond value of -9.628191880214237% is lower than the treasury rate of 4.0%. 
EOLS,-7.483638141926615,4.4,Cheap: Equity Bond value of -7.483638141926615% is lower than the treasury rate of 4.0%. 
EOSE,-18.7711711980548,4.4,Cheap: Equity Bond value of -18.7711711980548% is lower than the treasury rate of 4.0%. 
EPSN,7.73624067626529,4.41,Expensive: Equity Bond value of 7.73624067626529% is higher than the treasury rate of 4.0%.
EQ,-54.134964854927205,4.38,Cheap: Equity Bond value of -54.134964854927205% is lower than the treasury rate of 4.0%. 
EQIX,1.2733854156950453,4.41,Cheap: Equity Bond value of 1.2733854156950453% is lower than the treasury rate of 4.0%. 
ERAS,-25.129042821791863,4.39,Cheap: Equity Bond value of -25.129042821791863% is lower than the treasury rate of 4.0%. 
ERIE,3.014292810741426,4.41,Cheap: Equity Bond value of 3.014292810741426% is lower than the treasury rate of 4.0%. 
ERII,2.7735710152293347,4.41,Cheap: Equity Bond value of 2.7735710152293347% is lower than the treasury rate of 4.0%. 
ERNA,-116.6544287983354,4.34,Cheap: Equity Bond value of -116.6544287983354% is lower than the treasury rate of 4.0%. 
ESCA,6.174534747842983,4.41,Expensive: Equity Bond value of 6.174534747842983% is higher than the treasury rate of 4.0%.
ESLA,-27.92773125418216,4.39,Cheap: Equity Bond value of -27.92773125418216% is lower than the treasury rate of 4.0%. 
ESOA,5.420182493115648,4.41,Expensive: Equity Bond value of 5.420182493115648% is higher than the treasury rate of 4.0%.
ESPR,-58.67314189885187,4.37,Cheap: Equity Bond value of -58.67314189885187% is lower than the treasury rate of 4.0%. 
ESQ,7.793812828088444,4.41,Expensive: Equity Bond value of 7.793812828088444% is higher than the treasury rate of 4.0%.
ESSA,10.932889375565962,4.41,Expensive: Equity Bond value of 10.932889375565962% is higher than the treasury rate of 4.0%.
ETNB,-10.373029316169212,4.4,Cheap: Equity Bond value of -10.373029316169212% is lower than the treasury rate of 4.0%. 
ETON,-0.1586539494972241,4.41,Cheap: Equity Bond value of -0.1586539494972241% is lower than the treasury rate of 4.0%. 
ETSY,4.74918728109453,4.41,Expensive: Equity Bond value of 4.74918728109453% is higher than the treasury rate of 4.0%.
EU,-3.7980940558765934,4.4,Cheap: Equity Bond value of -3.7980940558765934% is lower than the treasury rate of 4.0%. 
EVCM,-2.401797337999668,4.4,Cheap: Equity Bond value of -2.401797337999668% is lower than the treasury rate of 4.0%. 
EVER,-7.950752708467576,4.4,Cheap: Equity Bond value of -7.950752708467576% is lower than the treasury rate of 4.0%. 
EVGO,-30.03499321560105,4.39,Cheap: Equity Bond value of -30.03499321560105% is lower than the treasury rate of 4.0%. 
EVLV,-16.979616242734505,4.4,Cheap: Equity Bond value of -16.979616242734505% is lower than the treasury rate of 4.0%. 
EVOK,-109.70230607423396,4.35,Cheap: Equity Bond value of -109.70230607423396% is lower than the treasury rate of 4.0%. 
EVRG,5.039366069144692,4.41,Expensive: Equity Bond value of 5.039366069144692% is higher than the treasury rate of 4.0%.
EVTV,-167.0056027549492,4.32,Cheap: Equity Bond value of -167.0056027549492% is lower than the treasury rate of 4.0%. 
EWBC,10.530962438192452,4.41,Expensive: Equity Bond value of 10.530962438192452% is higher than the treasury rate of 4.0%.
EWCZ,6.196396766269192,4.41,Expensive: Equity Bond value of 6.196396766269192% is higher than the treasury rate of 4.0%.
EWTX,-3.751120339501552,4.4,Cheap: Equity Bond value of -3.751120339501552% is lower than the treasury rate of 4.0%. 
EXAS,-1.9733365422231224,4.4,Cheap: Equity Bond value of -1.9733365422231224% is lower than the treasury rate of 4.0%. 
EXC,6.628079933143543,4.41,Expensive: Equity Bond value of 6.628079933143543% is higher than the treasury rate of 4.0%.
EXE,13.1115419794286,4.41,Expensive: Equity Bond value of 13.1115419794286% is higher than the treasury rate of 4.0%.
EXEL,2.742550041334436,4.41,Cheap: Equity Bond value of 2.742550041334436% is lower than the treasury rate of 4.0%. 
EXFY,-13.662411041284797,4.4,Cheap: Equity Bond value of -13.662411041284797% is lower than the treasury rate of 4.0%. 
EXLS,2.902803496900958,4.41,Cheap: Equity Bond value of 2.902803496900958% is lower than the treasury rate of 4.0%. 
EXPE,4.886422533835242,4.41,Expensive: Equity Bond value of 4.886422533835242% is higher than the treasury rate of 4.0%.
EXPI,-0.7983152854868993,4.41,Cheap: Equity Bond value of -0.7983152854868993% is lower than the treasury rate of 4.0%. 
EXPO,2.9164275418093646,4.41,Cheap: Equity Bond value of 2.9164275418093646% is lower than the treasury rate of 4.0%. 
EXTR,4.657488320768732,4.41,Expensive: Equity Bond value of 4.657488320768732% is higher than the treasury rate of 4.0%.
EYE,-7.091381137386351,4.4,Cheap: Equity Bond value of -7.091381137386351% is lower than the treasury rate of 4.0%. 
EYEN,-485.8293071953664,4.14,Cheap: Equity Bond value of -485.8293071953664% is lower than the treasury rate of 4.0%. 
EYPT,-14.449903483055726,4.4,Cheap: Equity Bond value of -14.449903483055726% is lower than the treasury rate of 4.0%. 
EZFL,-48.79975765761104,4.38,Cheap: Equity Bond value of -48.79975765761104% is lower than the treasury rate of 4.0%. 
EZPW,8.404644010440043,4.41,Expensive: Equity Bond value of 8.404644010440043% is higher than the treasury rate of 4.0%.
FA,1.4926788101180888,4.41,Cheap: Equity Bond value of 1.4926788101180888% is lower than the treasury rate of 4.0%. 
FAAS,-0.2268864544088576,4.41,Cheap: Equity Bond value of -0.2268864544088576% is lower than the treasury rate of 4.0%. 
FANG,8.845144494018198,4.41,Expensive: Equity Bond value of 8.845144494018198% is higher than the treasury rate of 4.0%.
FARM,-88.91727415030478,4.36,Cheap: Equity Bond value of -88.91727415030478% is lower than the treasury rate of 4.0%. 
FARO,-9.394501656163651,4.4,Cheap: Equity Bond value of -9.394501656163651% is lower than the treasury rate of 4.0%. 
FAST,3.601075556565392,4.41,Cheap: Equity Bond value of 3.601075556565392% is lower than the treasury rate of 4.0%. 
FAT,-152.1418570580481,4.32,Cheap: Equity Bond value of -152.1418570580481% is lower than the treasury rate of 4.0%. 
FATBB,-1713.676513215573,3.48,Cheap: Equity Bond value of -1713.676513215573% is lower than the treasury rate of 4.0%. 
FATE,-111.25692365701552,4.35,Cheap: Equity Bond value of -111.25692365701552% is lower than the treasury rate of 4.0%. 
FBIO,-304.9547933643109,4.24,Cheap: Equity Bond value of -304.9547933643109% is lower than the treasury rate of 4.0%. 
FBIOP,-40.91406380164403,4.38,Cheap: Equity Bond value of -40.91406380164403% is lower than the treasury rate of 4.0%. 
FBIZ,10.823755698511112,4.41,Expensive: Equity Bond value of 10.823755698511112% is higher than the treasury rate of 4.0%.
FBLA,0.6352747491997369,4.41,Cheap: Equity Bond value of 0.6352747491997369% is lower than the treasury rate of 4.0%. 
FBLG,-28.905020994145453,4.39,Cheap: Equity Bond value of -28.905020994145453% is lower than the treasury rate of 4.0%. 
FBNC,7.380660884005709,4.41,Expensive: Equity Bond value of 7.380660884005709% is higher than the treasury rate of 4.0%.
FBRX,-32.88753277515972,4.39,Cheap: Equity Bond value of -32.88753277515972% is lower than the treasury rate of 4.0%. 
FBYD,-256.9777943131512,4.27,Cheap: Equity Bond value of -256.9777943131512% is lower than the treasury rate of 4.0%. 
FCAP,14.063905970109492,4.41,Expensive: Equity Bond value of 14.063905970109492% is higher than the treasury rate of 4.0%.
FCBC,7.929038719087401,4.41,Expensive: Equity Bond value of 7.929038719087401% is higher than the treasury rate of 4.0%.
FCCO,7.739764562249177,4.41,Expensive: Equity Bond value of 7.739764562249177% is higher than the treasury rate of 4.0%.
FCEL,-72.29131116151815,4.37,Cheap: Equity Bond value of -72.29131116151815% is lower than the treasury rate of 4.0%. 
FCFS,6.037807163427077,4.41,Expensive: Equity Bond value of 6.037807163427077% is higher than the treasury rate of 4.0%.
FCNCA,44.35167463912445,4.43,Expensive: Equity Bond value of 44.35167463912445% is higher than the treasury rate of 4.0%.
FDBC,8.010950196931905,4.41,Expensive: Equity Bond value of 8.010950196931905% is higher than the treasury rate of 4.0%.
FDMT,-36.78433735559023,4.39,Cheap: Equity Bond value of -36.78433735559023% is lower than the treasury rate of 4.0%. 
FDSB,1.3102126209540197,4.41,Cheap: Equity Bond value of 1.3102126209540197% is lower than the treasury rate of 4.0%. 
FDUS,10.419208204577798,4.41,Expensive: Equity Bond value of 10.419208204577798% is higher than the treasury rate of 4.0%.
FEAM,-122.4601164819514,4.34,Cheap: Equity Bond value of -122.4601164819514% is lower than the treasury rate of 4.0%. 
FEIM,-3.350977078724016,4.4,Cheap: Equity Bond value of -3.350977078724016% is lower than the treasury rate of 4.0%. 
FELE,5.342348059746472,4.41,Expensive: Equity Bond value of 5.342348059746472% is higher than the treasury rate of 4.0%.
FEMY,-55.04393474782231,4.38,Cheap: Equity Bond value of -55.04393474782231% is lower than the treasury rate of 4.0%. 
FENC,-8.998408944457749,4.4,Cheap: Equity Bond value of -8.998408944457749% is lower than the treasury rate of 4.0%. 
FFBC,12.176151204961856,4.41,Expensive: Equity Bond value of 12.176151204961856% is higher than the treasury rate of 4.0%.
FFIC,8.714465341703018,4.41,Expensive: Equity Bond value of 8.714465341703018% is higher than the treasury rate of 4.0%.
FFIE,-448.32756815043535,4.16,Cheap: Equity Bond value of -448.32756815043535% is lower than the treasury rate of 4.0%. 
FFIN,4.637835658344583,4.41,Expensive: Equity Bond value of 4.637835658344583% is higher than the treasury rate of 4.0%.
FFIV,2.837807025921042,4.41,Cheap: Equity Bond value of 2.837807025921042% is lower than the treasury rate of 4.0%. 
FFNW,4.028168238216033,4.41,Expensive: Equity Bond value of 4.028168238216033% is higher than the treasury rate of 4.0%.
FGBI,9.236138862273222,4.41,Expensive: Equity Bond value of 9.236138862273222% is higher than the treasury rate of 4.0%.
FGEN,-598.5597192617685,4.08,Cheap: Equity Bond value of -598.5597192617685% is lower than the treasury rate of 4.0%. 
FGF,14.47473283859487,4.41,Expensive: Equity Bond value of 14.47473283859487% is higher than the treasury rate of 4.0%.
FGI,17.06937545331304,4.41,Expensive: Equity Bond value of 17.06937545331304% is higher than the treasury rate of 4.0%.
FHB,8.867120514422052,4.41,Expensive: Equity Bond value of 8.867120514422052% is higher than the treasury rate of 4.0%.
FHTX,-42.55962128551417,4.38,Cheap: Equity Bond value of -42.55962128551417% is lower than the treasury rate of 4.0%. 
FIBK,10.142728487319555,4.41,Expensive: Equity Bond value of 10.142728487319555% is higher than the treasury rate of 4.0%.
FINW,10.075076561358474,4.41,Expensive: Equity Bond value of 10.075076561358474% is higher than the treasury rate of 4.0%.
FIP,-20.51546140287511,4.39,Cheap: Equity Bond value of -20.51546140287511% is lower than the treasury rate of 4.0%. 
FISI,11.75358850461651,4.41,Expensive: Equity Bond value of 11.75358850461651% is higher than the treasury rate of 4.0%.
FITB,10.237946783003418,4.41,Expensive: Equity Bond value of 10.237946783003418% is higher than the treasury rate of 4.0%.
FITBI,17.65122339471504,4.42,Expensive: Equity Bond value of 17.65122339471504% is higher than the treasury rate of 4.0%.
FIVE,6.842518438922901,4.41,Expensive: Equity Bond value of 6.842518438922901% is higher than the treasury rate of 4.0%.
FIVN,-2.6081475749460727,4.4,Cheap: Equity Bond value of -2.6081475749460727% is lower than the treasury rate of 4.0%. 
FIZZ,4.846899623366715,4.41,Expensive: Equity Bond value of 4.846899623366715% is higher than the treasury rate of 4.0%.
FKWL,-7.125617326094982,4.4,Cheap: Equity Bond value of -7.125617326094982% is lower than the treasury rate of 4.0%. 
FLGT,-34.85307683807201,4.39,Cheap: Equity Bond value of -34.85307683807201% is lower than the treasury rate of 4.0%. 
FLIC,10.11645318826538,4.41,Expensive: Equity Bond value of 10.11645318826538% is higher than the treasury rate of 4.0%.
FLL,-12.93129192789727,4.4,Cheap: Equity Bond value of -12.93129192789727% is lower than the treasury rate of 4.0%. 
FLNC,-6.178434931059144,4.4,Cheap: Equity Bond value of -6.178434931059144% is lower than the treasury rate of 4.0%. 
FLNT,-113.9831605690757,4.34,Cheap: Equity Bond value of -113.9831605690757% is lower than the treasury rate of 4.0%. 
FLUX,-26.5222324506005,4.39,Cheap: Equity Bond value of -26.5222324506005% is lower than the treasury rate of 4.0%. 
FLWS,-16.473577017634568,4.4,Cheap: Equity Bond value of -16.473577017634568% is lower than the treasury rate of 4.0%. 
FLXS,3.6725126423230106,4.41,Cheap: Equity Bond value of 3.6725126423230106% is lower than the treasury rate of 4.0%. 
FLYE,19.874606557837904,4.42,Expensive: Equity Bond value of 19.874606557837904% is higher than the treasury rate of 4.0%.
FLYW,-0.1780139079910247,4.41,Cheap: Equity Bond value of -0.1780139079910247% is lower than the treasury rate of 4.0%. 
FMAO,7.905693557595839,4.41,Expensive: Equity Bond value of 7.905693557595839% is higher than the treasury rate of 4.0%.
FMBH,9.891989611044352,4.41,Expensive: Equity Bond value of 9.891989611044352% is higher than the treasury rate of 4.0%.
FMNB,11.373837384907498,4.41,Expensive: Equity Bond value of 11.373837384907498% is higher than the treasury rate of 4.0%.
FNGR,-10.554677885658684,4.4,Cheap: Equity Bond value of -10.554677885658684% is lower than the treasury rate of 4.0%. 
FNKO,-4.448083533162174,4.4,Cheap: Equity Bond value of -4.448083533162174% is lower than the treasury rate of 4.0%. 
FNLC,12.599978048326854,4.41,Expensive: Equity Bond value of 12.599978048326854% is higher than the treasury rate of 4.0%.
FNWB,2.7853797240495672,4.41,Cheap: Equity Bond value of 2.7853797240495672% is lower than the treasury rate of 4.0%. 
FNWD,6.987397578365852,4.41,Expensive: Equity Bond value of 6.987397578365852% is higher than the treasury rate of 4.0%.
FOLD,-5.210953702326719,4.4,Cheap: Equity Bond value of -5.210953702326719% is lower than the treasury rate of 4.0%. 
